Credit Score,Finance Type,LTV,Binded VSC
793,Refi,1.032,0.5
793,Purchase,1.113,0.4
794,Purchase,0.666,0
794,Purchase,0.680,0
794,Purchase,0.860,0
794,Purchase,1.163,0
794,Purchase,1.195,0
794,Purchase,1.047,0
794,Purchase,1.057,0
794,Purchase,1.087,0
794,Purchase,0.918,0
794,Purchase,0.930,0
794,Purchase,0.433,0.5
794,Purchase,1.490,0.5
794,Purchase,1.400,0.67
794,Purchase,0.791,0.43
794,Purchase,1.240,0.38
794,Purchase,1.171,0.4
794,Purchase,1.175,0.4
794,Purchase,1.192,0.4
794,Purchase,1.026,0.23
795,Refi,0.758,0
795,Refi,0.952,0
795,Refi,1.232,0
795,Purchase,0.781,0
795,Purchase,1.132,0
795,Purchase,1.209,0
795,Purchase,1.017,0
795,Purchase,0.570,0.33
796,Purchase,0.682,0
796,Purchase,0.822,0
796,Purchase,0.867,0
796,Purchase,1.116,0
796,Purchase,1.197,0
796,Purchase,1.077,0
796,Purchase,1.094,0
796,Purchase,1.097,0
796,Purchase,0.933,0
796,Purchase,1.121,0.4
796,Purchase,0.980,0.22
797,Purchase,0.398,0
797,Refi,0.927,0
797,Purchase,1.383,0
797,Refi,0.830,0
797,Refi,0.910,0
797,Purchase,1.269,0
797,Purchase,1.184,0
797,Purchase,0.974,0
797,Purchase,0.983,0
797,Purchase,1.00992,0
797,Purchase,1.188,0.4
797,Purchase,1.066,0.23
798,Refi,1.111,0
798,Purchase,0.783,0
798,Purchase,1.245,0
798,Purchase,1.248,0
798,Purchase,1.066,0
798,Purchase,1.072,0
798,Purchase,1.079,0
798,Purchase,1.080,0
798,Purchase,1.101,0
798,Purchase,0.962,0
798,Purchase,0.971,0
798,Purchase,0.985,0
798,Purchase,0.324,0.5
799,Purchase,0.716,0
799,Purchase,0.826,0
799,Purchase,1.154,0
799,Purchase,1.044,0
799,Purchase,1.065,0
799,Purchase,1.322,0.67
799,Purchase,0.786,0.43
799,Purchase,1.233,0.38
799,Purchase,1.106,0.23
800,Refi,1.067,0
800,Purchase,0.772,0
800,Purchase,0.864,0
800,Purchase,1.246,0
800,Purchase,1.273,0
800,Purchase,1.145,0
800,Purchase,0.976,0
800,Purchase,0.977,0
800,Purchase,0.984,0
800,Purchase,1.002,0
800,Refi,0.927,0.33
800,Purchase,0.807,0.43
800,Purchase,0.929,0.22
800,Purchase,1.002,0.22
800,Purchase,1.009,0.22
800,Purchase,1.042,0
801,Purchase,0.538,0
801,Refi,1.080,0
801,Purchase,0.933,0
801,Purchase,1.026,0.21
801,Purchase,1.034,0
801,Purchase,1.069,0
802,Purchase,1.271,0
802,Purchase,0.809,0
802,Purchase,0.940,0
802,Purchase,0.941,0
802,Purchase,0.941,0
802,Purchase,1.132,0
802,Purchase,1.152,0
802,Purchase,0.789,0.4
802,Purchase,0.951,0.19
802,Purchase,1.030,0
802,Purchase,1.034,0
802,Purchase,1.039,0
802,Purchase,1.043,0
802,Purchase,1.050,0
803,Refi,0.910,0
803,Refi,1.033,0
803,Purchase,0.787,0
803,Purchase,0.969,0
803,Purchase,1.113,0
803,Purchase,1.178,0
803,Purchase,0.872,0.13
804,Refi,0.764,0
804,Refi,0.805,0
804,Refi,0.856,0
804,Purchase,1.347,0
804,Purchase,0.952,0
804,Purchase,0.953,0
804,Purchase,0.958,0
804,Purchase,0.984,0
804,Purchase,0.795,0.4
804,Purchase,1.013,0.21
804,Purchase,1.015,0.21
804,Purchase,1.090,0.21
804,Purchase,1.041,0
804,Purchase,1.052,0
805,Purchase,1.231,0
805,Purchase,1.000,0
805,Purchase,1.116,0
805,Purchase,1.151,0
805,Purchase,0.202,1
805,Purchase,1.129,0.37
805,Purchase,1.145,0.37
805,Purchase,1.158,0.37
805,Purchase,1.053,0
806,Purchase,0.608,0
806,Purchase,1.229,0
806,Purchase,0.706,0
806,Purchase,0.848,0
806,Purchase,0.954,0
806,Purchase,0.987,0
806,Purchase,1.152,0
806,Purchase,0.665,0.6
806,Purchase,1.100,0.21
806,Purchase,1.026,0
806,Purchase,1.027,0
806,Purchase,1.044,0
807,Purchase,0.857,0
807,Purchase,1.183,0
807,Purchase,1.505,1
807,Purchase,0.915,0.19
807,Purchase,1.076,0.21
807,Purchase,1.041,0
807,Purchase,1.065,0
808,Purchase,1.257,0
808,Purchase,0.651,0
808,Purchase,0.753,0
808,Purchase,1.313,0
808,Purchase,1.406,0
808,Purchase,0.892,0
808,Purchase,0.917,0
808,Purchase,0.698,0.6
808,Purchase,1.186,0.37
808,Purchase,1.021,0
808,Purchase,1.046,0
808,Purchase,1.106,0
809,Purchase,0.816,0
809,Purchase,0.858,0
809,Purchase,1.111,0
809,Purchase,0.658,0.6
809,Purchase,1.313,0.2
809,Purchase,0.972,0.19
809,Purchase,1.158,0.37
809,Purchase,1.166,0.37
809,Purchase,1.013,0
809,Purchase,1.046,0
809,Purchase,1.106,0
810,Refi,1.259,0
810,Purchase,1.409,0
810,Purchase,0.868,0
810,Purchase,0.901,0
810,Purchase,1.127,0
810,Purchase,1.202,0
810,Purchase,1.205,0
810,Purchase,1.115,0.37
810,Purchase,1.057,0
810,Purchase,1.069,0
811,Purchase,0.587,0
811,Purchase,0.719,0
811,Purchase,0.732,0
811,Purchase,0.962,0
811,Purchase,0.991,0
811,Purchase,0.993,0
811,Purchase,1.007,0
811,Purchase,1.112,0.33
811,Purchase,0.940,0.33
811,Purchase,1.040,0.24
811,Purchase,1.083,0
811,Purchase,1.100,0
812,Purchase,1.127,0
812,Purchase,0.939,0.33
812,Purchase,1.102,0
813,Refi,1.167,0
813,Refi,1.065,0
813,Refi,0.951,0
813,Purchase,0.514,0
813,Purchase,1.222,0
813,Purchase,0.771,0
813,Purchase,1.113,0
813,Purchase,1.138,0
813,Purchase,1.212,0.5
813,Purchase,1.028,0.24
813,Purchase,1.021,0
813,Purchase,1.034,0
813,Purchase,1.042,0
813,Purchase,1.045,0
813,Purchase,1.064,0
813,Purchase,1.074,0
814,Purchase,1.568,0
814,Purchase,0.659,0
814,Purchase,0.808,0
814,Purchase,1.124,0
814,Purchase,1.170,0
814,Purchase,0.961,0
814,Purchase,1.469,1
814,Purchase,0.765,0.36
814,Purchase,1.051,0
814,Purchase,1.073,0
814,Purchase,1.095,0
815,Refi,1.010,0
815,Purchase,0.612,0
815,Purchase,0.884,0
815,Purchase,0.954,0
815,Purchase,0.981,0
815,Purchase,0.810,0.5
815,Purchase,1.239,0.5
815,Purchase,0.799,0.36
815,Purchase,1.193,0.33
815,Purchase,1.013,0.24
815,Purchase,1.026,0.24
815,Purchase,1.092,0.24
815,Purchase,1.029,0
815,Purchase,1.047,0
815,Purchase,1.052,0
816,Purchase,0.856,0
816,Purchase,0.928,0
816,Purchase,0.961,0
817,Purchase,1.345,0
817,Purchase,0.481,0
817,Purchase,1.230,0
817,Purchase,0.777,0
817,Purchase,1.136,0
817,Purchase,0.720,0.36
817,Purchase,0.984,0.33
817,Purchase,1.079,0
817,Purchase,1.081,0
818,Purchase,0.334,0
818,Refi,1.326,0
818,Refi,0.966,0
818,Purchase,0.530,0
818,Purchase,0.559,0
818,Purchase,0.750,0
818,Purchase,0.808,0
818,Purchase,1.176,0
818,Purchase,1.185,0
818,Purchase,0.926,0
818,Purchase,0.949,0
818,Refi,0.488,1
818,Refi,1.286,1
818,Purchase,1.182,0.33
818,Purchase,1.089,0.24
818,Purchase,1.013,0
818,Purchase,1.100,0
819,Purchase,0.671,0
819,Purchase,1.219,0
819,Purchase,1.003,0
819,Refi,0.921,0.33
819,Purchase,0.845,0.5
819,Purchase,0.770,0.36
819,Purchase,0.939,0.33
819,Purchase,0.999,0.33
819,Purchase,1.020,0
820,Refi,1.716,0
820,Purchase,1.221,0
820,Refi,0.679,1
820,Purchase,1.481,1
820,Purchase,1.259,0.5
820,Purchase,1.306,0.5
820,Purchase,1.133,0.33
820,Purchase,0.967,0.33
820,Purchase,1.093,0.24
820,Purchase,1.054,0
820,Purchase,1.062,0
821,Refi,0.859,0
821,Purchase,0.594,0
821,Purchase,0.990,0
821,Purchase,1.146,0
821,Purchase,1.164,0
821,Purchase,1.067,0
821,Purchase,1.164,0.47
821,Purchase,1.078,0.28
822,Purchase,0.474,0
822,Purchase,0.744,0
822,Refi,1.036,0
822,Refi,1.042,0
822,Purchase,1.299,0
822,Purchase,0.899,0
822,Purchase,0.570,0
822,Purchase,1.426,1
822,Purchase,0.731,0.25
822,Purchase,1.038,0.28
823,Refi,0.869,0
823,Purchase,1.312,0
823,Purchase,1.316,0
823,Purchase,0.986,0
823,Purchase,0.999,0
823,Purchase,1.013,0
823,Purchase,1.438,1
823,Purchase,1.148,0.47
823,Purchase,1.178,0.47
823,Purchase,1.087,0.28
824,Purchase,0.671,0
824,Purchase,0.542,0
824,Purchase,0.941,0
824,Purchase,0.980,0
824,Purchase,1.062,0
824,Purchase,1.067,0
824,Purchase,1.069,0
824,Purchase,1.084,0
824,Purchase,0.366,1
824,Purchase,1.514,1
824,Purchase,1.172,0.47
825,Purchase,0.213,0
825,Refi,1.091,0
825,Purchase,0.639,0
825,Purchase,0.838,0
825,Purchase,0.892,0
825,Purchase,0.566,0
825,Purchase,0.570,0
825,Purchase,0.940,0
825,Purchase,0.983,0
825,Purchase,1.173,0
825,Purchase,1.059,0
825,Purchase,0.816,0.14
825,Purchase,1.001,0.21
826,Purchase,0.468,0
826,Refi,0.988,0
826,Purchase,0.485,0
826,Purchase,0.817,0
826,Purchase,1.203,0
826,Purchase,1.012,0
826,Purchase,1.091,0
826,Purchase,1.104,0
826,Purchase,0.701,0.17
826,Purchase,0.950,0.21
826,Purchase,1.116,0.47
826,Purchase,1.012,0.28
827,Purchase,1.392,0
827,Purchase,1.215,0
827,Purchase,0.902,0
827,Purchase,0.904,0
827,Purchase,1.001,0
827,Purchase,1.079,0
827,Refi,0.711,1
827,Purchase,1.240,0.17
827,Purchase,1.209,0.47
828,Purchase,0.632,0
828,Purchase,0.695,0
828,Purchase,1.236,0
828,Purchase,0.929,0
828,Purchase,1.132,0
828,Purchase,1.017,0
828,Purchase,1.023,0
828,Purchase,1.041,0
828,Purchase,1.070,0
828,Refi,1.248,0.5
828,Purchase,0.568,0.25
829,Purchase,0.770,0
829,Purchase,0.634,0
829,Purchase,1.252,0
829,Purchase,1.282,0
829,Purchase,0.965,0
829,Purchase,1.006,0
829,Purchase,1.176,0
829,Purchase,1.187,0
829,Purchase,1.025,0
829,Purchase,1.026,0
829,Refi,1.497,1
829,Refi,1.072,0.25
829,Purchase,0.605,0.25
829,Purchase,1.078,0.28
830,Refi,1.174,0
830,Refi,1.297,0
830,Purchase,0.799,0
830,Purchase,1.384,0
830,Purchase,0.582,0
830,Purchase,1.160,0
830,Purchase,1.050,0
830,Purchase,0.934,0.21
830,Purchase,1.204,0.47
830,Purchase,1.059,0.28
830,Purchase,1.106,0.28
831,Purchase,0.517,0
831,Purchase,0.761,0
831,Purchase,0.889,0
831,Purchase,1.303,0
831,Purchase,0.912,0
831,Purchase,0.949,0
831,Purchase,0.993,0
831,Purchase,0.998,0
831,Purchase,1.091,0
831,Purchase,0.971,0.3
832,Refi,1.078,0
832,Purchase,0.331,0
832,Purchase,0.852,0
832,Purchase,0.863,0
832,Purchase,1.247,0
832,Purchase,1.287,0
832,Purchase,1.151,0
832,Purchase,0.993,0
832,Purchase,0.828,0.36
832,Purchase,0.875,0.36
832,Purchase,0.999,0.3
833,Refi,0.953,0
833,Purchase,1.396,0
833,Purchase,0.778,0
833,Purchase,0.812,0
833,Purchase,1.299,0
833,Purchase,1.308,0
833,Purchase,0.991,0
833,Purchase,1.098,0
833,Purchase,0.858,0.36
834,Purchase,1.332,0
834,Purchase,0.739,0
834,Purchase,0.801,0
834,Purchase,0.893,0
834,Purchase,1.010,0
834,Purchase,1.021,0
834,Purchase,1.065,0
834,Refi,0.759,1
834,Purchase,0.988,0.3
834,Purchase,1.073,0.13
835,Purchase,0.434,0
835,Purchase,0.770,0
835,Purchase,0.777,0
835,Purchase,0.793,0
835,Purchase,1.158,0
835,Purchase,0.959,0
835,Purchase,0.989,0
835,Purchase,1.046,0
835,Purchase,1.065,0
835,Purchase,1.076,0
835,Purchase,1.101,0
835,Purchase,0.814,0.36
835,Purchase,1.246,0.09
835,Purchase,0.984,0.3
836,Purchase,0.455,0
836,Purchase,0.491,0
836,Purchase,1.376,0
836,Purchase,1.115,0
836,Purchase,1.071,0
836,Purchase,1.096,0
836,Purchase,0.927,0.3
836,Purchase,0.973,0.3
836,Purchase,1.085,0.13
837,Purchase,1.415,0
837,Purchase,1.379,0
837,Purchase,0.890,0
837,Purchase,1.138,0
837,Purchase,1.173,0
837,Purchase,1.189,0
837,Purchase,0.962,0
837,Purchase,1.077,0
837,Purchase,1.079,0
837,Purchase,1.099,0
837,Refi,1.613,1
837,Purchase,1.148,0.23
838,Refi,1.129,0
838,Purchase,0.571,0
838,Purchase,0.662,0
838,Purchase,1.128,0
838,Purchase,0.929,0
838,Purchase,0.956,0
838,Purchase,1.012,0
838,Purchase,1.020,0
838,Purchase,0.383,0.5
838,Purchase,0.618,0.67
839,Refi,1.163,0
839,Purchase,0.858,0
839,Purchase,1.298,0
839,Purchase,1.300,0
839,Purchase,0.932,0
839,Purchase,1.010,0
839,Purchase,1.019,0
839,Purchase,0.625,0.67
839,Purchase,0.773,0.09
840,Purchase,0.715,0
840,Purchase,0.724,0
840,Purchase,0.787,0
840,Purchase,1.212,0
840,Purchase,1.216,0
840,Purchase,1.250,0
840,Purchase,1.114,0
840,Purchase,1.166,0
840,Purchase,1.189,0
840,Purchase,1.035,0
840,Purchase,1.038,0
840,Purchase,1.085,0
840,Purchase,1.098,0
840,Purchase,0.519,0.33
840,Purchase,1.132,0.23
840,Purchase,1.166,0.23
840,Purchase,1.019,0.13
841,Purchase,0.940,0
841,Purchase,1.061,0
841,Purchase,0.418,0.5
842,Refi,0.686,0
842,Purchase,0.853,0
842,Purchase,0.945,0
842,Purchase,1.036,0
842,Purchase,1.051,0
842,Purchase,1.085,0
842,Purchase,0.982,0.4
843,Refi,0.460,0
843,Refi,0.462,0
843,Purchase,0.878,0
843,Purchase,1.297,0
843,Purchase,0.956,0
843,Purchase,1.026,0
843,Purchase,1.029,0
843,Purchase,1.328,0.67
843,Purchase,1.161,0.31
843,Purchase,1.099,0.36
844,Refi,0.854,0
844,Purchase,1.313,0
844,Purchase,0.627,0
844,Purchase,0.690,0
844,Purchase,0.709,0
844,Purchase,0.724,0
844,Purchase,0.797,0
844,Purchase,1.122,0
844,Purchase,1.181,0
844,Purchase,1.001,0
844,Purchase,1.086,0
844,Purchase,0.862,0.1
845,Refi,1.266,0
845,Purchase,1.440,0
845,Purchase,1.140,0
845,Purchase,1.031,0
845,Purchase,0.993,0.4
845,Purchase,1.080,0.36
846,Purchase,0.567,0
846,Purchase,0.829,0
846,Purchase,0.854,0
846,Purchase,0.874,0
846,Purchase,0.884,0
846,Purchase,1.237,0
846,Purchase,1.143,0
846,Purchase,0.916,0
846,Purchase,1.024,0
846,Purchase,1.073,0
846,Refi,0.998,1
846,Purchase,0.524,0.33
846,Purchase,1.227,0.4
846,Purchase,1.230,0.4
846,Purchase,1.114,0.31
846,Purchase,1.183,0.31
846,Purchase,1.020,0.36
846,Purchase,1.021,0.36
846,Purchase,1.077,0.36
846,Purchase,1.087,0.36
847,Purchase,0.876,0
847,Purchase,1.163,0
847,Purchase,0.969,0
847,Purchase,0.976,0
847,Purchase,1.003,0
847,Purchase,1.077,0
847,Purchase,1.086,0
847,Purchase,1.087,0.36
848,Purchase,0.497,0
848,Purchase,0.536,0
848,Purchase,0.697,0
848,Purchase,0.801,0
848,Purchase,1.221,0
848,Purchase,1.117,0
848,Purchase,1.185,0
848,Purchase,1.038,0
848,Purchase,1.064,0
848,Purchase,1.092,0
848,Purchase,0.951,0.4
848,Purchase,0.964,0.4
848,Purchase,1.002,0.4
848,Purchase,1.103,0.36
849,Purchase,0.659,0
849,Purchase,0.786,0
849,Purchase,0.796,0
849,Purchase,1.263,0
849,Purchase,1.186,0
849,Purchase,0.981,0
849,Purchase,1.061,0
849,Purchase,1.315,0.67
849,Purchase,0.781,0.17
849,Purchase,1.215,0.4
849,Purchase,0.999,0.4
849,Purchase,1.012,0.36
850,Purchase,0.655,0
850,Purchase,0.907,0
850,Purchase,0.909,0
850,Purchase,1.255,0
850,Purchase,1.278,0
850,Purchase,1.148,0
850,Purchase,1.298,0.4
850,Purchase,1.169,0.31
851,Purchase,1.313,0
851,Purchase,0.779,0
851,Purchase,1.295,0
851,Purchase,0.881,0
851,Purchase,0.939,0
851,Purchase,1.135,0
851,Purchase,0.622,0.5
851,Purchase,0.797,0.5
851,Purchase,1.000,0.36
852,Purchase,0.595,0
852,Purchase,1.245,0
852,Purchase,0.921,0
852,Purchase,0.990,0
852,Purchase,1.002,0
852,Purchase,1.064,0
852,Purchase,1.095,0
852,Purchase,0.780,0.5
852,Purchase,1.225,0.17
852,Purchase,1.166,0.37
853,Purchase,1.278,0
853,Purchase,1.130,0
853,Purchase,1.019,0
853,Purchase,1.081,0
853,Purchase,1.092,0
853,Purchase,0.761,0.5
853,Purchase,0.876,0.54
853,Purchase,1.106,0.22
854,Purchase,0.696,0
854,Purchase,0.841,0
854,Purchase,0.893,0
854,Purchase,0.944,0
854,Purchase,1.016,0
854,Purchase,0.684,0.5
854,Purchase,0.874,0.54
854,Purchase,0.986,0.36
855,Purchase,1.343,0
855,Purchase,0.585,0
855,Purchase,0.596,0
855,Purchase,0.874,0
855,Purchase,1.190,0
855,Purchase,1.050,0
855,Purchase,1.051,0
855,Purchase,0.509,1
855,Purchase,0.839,0.54
855,Purchase,0.871,0.54
855,Purchase,0.897,0.54
855,Purchase,1.125,0.37
855,Purchase,1.074,0.22
856,Purchase,0.839,0
856,Purchase,1.171,0
856,Purchase,1.176,0
856,Purchase,1.050,0
856,Purchase,1.092,0
856,Purchase,0.821,0.54
856,Purchase,1.132,0.37
856,Purchase,1.038,0.22
856,Purchase,1.055,0.22
857,Purchase,0.792,0
857,Purchase,0.796,0
857,Purchase,0.932,0
857,Purchase,1.008,0
857,Purchase,1.131,0
857,Purchase,1.029,0
857,Purchase,1.039,0
857,Purchase,1.084,0
857,Purchase,0.991,0.36
857,Purchase,1.202,0.37
858,Purchase,1.274,0
858,Purchase,1.127,0
858,Purchase,1.135,0
858,Purchase,1.025,0
858,Purchase,1.041,0
858,Purchase,0.877,0.54
858,Purchase,0.912,0.36
858,Purchase,1.197,0.37
859,Purchase,0.615,0
859,Purchase,0.562,0
859,Purchase,0.833,0
859,Purchase,1.005,0
859,Purchase,1.143,0
859,Purchase,1.161,0
859,Purchase,1.169,0
859,Purchase,1.011,0
859,Purchase,1.019,0
859,Purchase,0.498,1
859,Purchase,0.531,0.33
859,Purchase,1.178,0.37
859,Purchase,1.015,0.22
860,Purchase,1.239,0
860,Purchase,1.000,0
860,Purchase,1.138,0
860,Purchase,1.019,0
860,Purchase,1.034,0
860,Purchase,1.044,0
860,Purchase,1.046,0
860,Purchase,0.520,0.33
860,Purchase,0.936,0.36
860,Purchase,1.120,0.37
860,Purchase,1.018,0.22
861,Purchase,0.797,0
861,Purchase,1.136,0
861,Purchase,1.171,0
861,Purchase,0.961,0
861,Purchase,0.973,0
861,Purchase,1.040,0
861,Purchase,1.058,0
861,Purchase,1.318,0.25
861,Purchase,0.805,0.4
861,Purchase,0.827,0.27
861,Purchase,0.879,0.27
861,Purchase,0.925,0.23
862,Purchase,0.412,0
862,Purchase,1.394,0
862,Purchase,0.735,0
862,Purchase,0.961,0
862,Purchase,1.011,0
862,Purchase,1.014,0
862,Purchase,1.063,0
862,Purchase,1.080,0
863,Purchase,0.591,0
863,Purchase,1.230,0
863,Purchase,1.313,0
863,Purchase,0.847,0
863,Purchase,0.906,0
863,Purchase,0.925,0
863,Purchase,1.043,0
863,Purchase,1.105,0
863,Purchase,1.054,0.11
863,Purchase,1.058,0.11
864,Purchase,1.424,0
864,Purchase,1.141,0
864,Purchase,1.152,0
864,Purchase,1.204,0
864,Purchase,0.891,0
864,Purchase,1.063,0
864,Purchase,1.081,0
864,Purchase,1.253,0.5
865,Purchase,1.314,0
865,Purchase,0.821,0
865,Purchase,1.002,0
865,Purchase,1.028,0
865,Purchase,0.918,0.23
865,Purchase,0.938,0.23
866,Purchase,0.877,0
866,Purchase,0.951,0
867,Purchase,1.198,0
867,Purchase,0.947,0
867,Purchase,0.987,0
867,Purchase,1.078,0
867,Purchase,1.095,0
868,Purchase,1.467,0
868,Purchase,1.027,0
868,Purchase,1.035,0
868,Purchase,1.413,0.33
868,Purchase,0.737,0.4
868,Purchase,0.842,0.27
869,Purchase,0.797,0
869,Purchase,1.187,0
869,Purchase,0.857,0
869,Purchase,0.902,0
869,Purchase,0.919,0
869,Purchase,1.026,0
869,Purchase,1.029,0
870,Purchase,0.467,0
870,Purchase,1.159,0
870,Purchase,0.842,0
870,Purchase,0.935,0
870,Purchase,1.180,0.11
871,Purchase,0.831,0
871,Purchase,0.905,0
871,Purchase,0.653,0.8
871,Purchase,1.142,0.38
872,Purchase,0.629,0
872,Purchase,0.874,0
872,Purchase,1.098,0
872,Purchase,0.408,1
872,Purchase,0.899,0.17
872,Purchase,1.098,0.27
873,Purchase,0.801,0
873,Purchase,0.952,0
873,Purchase,0.987,0
873,Purchase,1.151,0
873,Purchase,0.630,0.8
873,Purchase,0.683,0.8
873,Purchase,1.040,0.27
874,Purchase,0.735,0
874,Purchase,0.748,0
874,Purchase,0.609,1
874,Purchase,1.429,0.5
875,Purchase,1.431,0
875,Purchase,0.714,0
875,Purchase,0.891,0
875,Purchase,0.953,0
875,Purchase,0.988,0
875,Purchase,1.133,0
875,Purchase,1.192,0
875,Purchase,1.195,0
875,Purchase,1.042,0
876,Purchase,1.224,0
876,Purchase,0.832,0
876,Purchase,1.145,0
877,Purchase,1.210,0
877,Purchase,0.957,0
877,Purchase,0.992,0
877,Purchase,1.053,0
877,Purchase,1.073,0
877,Purchase,1.328,1
877,Purchase,0.563,1
877,Purchase,0.710,0.8
877,Purchase,1.112,0.38
877,Purchase,1.139,0.38
878,Purchase,1.216,0
878,Purchase,1.074,0
878,Purchase,1.100,0
878,Purchase,0.787,0.2
879,Purchase,0.952,0
879,Purchase,0.989,0
879,Purchase,1.047,0
879,Purchase,1.087,0
879,Purchase,1.106,0.27
881,Purchase,0.951,0
881,Purchase,1.033,0
881,Purchase,1.396,1
881,Purchase,1.028,0.67
881,Purchase,1.049,0.67
882,Purchase,0.926,0
883,Purchase,1.163,0
887,Purchase,0.663,0
887,Purchase,1.164,0
887,Purchase,0.989,0.33
887,Purchase,1.127,0.33
890,Purchase,1.241,0
,,,
